Customer,Year,Date,QC_Number,Customer Complaint,DTC,Failure Analysis,Warranty Decision,Supplier,Mileage,Partnumber,Family
M&M,2020,44148,QC-2020-2000,ENGINE NOT START,"U0411, P3098",CJ930 ASIC failure,According to Specification,Bosch,26439KM,4382.510.967,SL 67.9.25
Honda,2022,44904,QC-2022-1335,MIL GLOWING,"P12B7, P31BD, U100F",CJ930 ASIC failure,Customer Failure,STM,86471KM,1293.847.562,ME 17.9.71
Hyundai,2024,45340,QC-2024-1381,OK,"P0600, P3325",CJ930 ASIC failure,Production Failure,Hanon,67219KM,4382.510.967,AE 48.7.13
TATA,2021,44559,QC-2021-2803,ENGINE NOT START,"U0422, U1122, P3054, P3050",CJ930 ASIC failure,Production Failure,Valeo,10120KM,3271.584.960,YC 72.4.61
Kia,2024,45587,QC-2024-2793,MIL GLOWING,"P0358, P31A6",No trouble found,According to Specification,STM,151KM,4521.673.841,YC 72.4.61
M&M,2022,44774,QC-2022-4532,ENGINE CHECK LAMP ON,"P1686, P1610, P1D43",Leadframe rubbed with Leadframe casting,According to Specification,Delphi,37833KM,3847.291.506,SL 67.9.25
Toyota,2023,45250,QC-2023-3928,damage/pin bend,"U0100, P1603, P06A3, P160A",CJ930 ASIC failure,Production Failure,,37833KM,7016.423.895,NZ 21.8.44
Hyundai,2024,45574,QC-2024-6297,flashing not possible error,"P160A, U0301, P1D42",CJ930 ASIC failure,Customer Failure,Valeo,37661KM,7689.145.203,JR 19.6.84
Toyota,2019,43716,QC-2019-8809,ECU error on Detection Machine,"P0455, P06D2, P2247, P2610, P061C",CJ930 ASIC failure,Customer Failure,Hanon,59029KM,5938.761.204,NZ 21.8.44
Ashok Leyland,2021,44305,QC-2021-1151,flashing not possible error,"P211F, P1388, U140A",CJ930 ASIC failure,Production Failure,Hanon,17002KM,7016.423.895,HV 14.5.38
Hyundai,2021,44549,QC-2021-7684,Nebelscheinwerfer ohne Funktion,"P0455, P1D3F, P1602",CJ930 ASIC failure,According to Specification,Delphi,16528KM,4382.510.967,WK 83.2.50
TATA,2022,44919,QC-2022-4314,Heckklappe lässt sich nicht verriegeln,"P1604, P2247, P212B",CJ930 ASIC failure,Production Failure,Bosch,5743KM,5938.761.204,SL 67.9.25
Honda,2021,44328,QC-2021-2336,FAHRZEUG SPRINGT NICHT AN,"P0301, P3098",CJ930 ASIC failure,Customer Failure,Valeo,26439KM,2163.879.045,ME 17.9.71
M&M,2024,45501,QC-2024-3800,History error code,"P211F, P3095, P0605",CJ930 ASIC failure,Customer Failure,STM,62291KM,3271.584.960,ME 17.9.71
M&M,2021,44480,QC-2021-8970,History error code,"U0100, P0301, P160A, P151B, P068B",CJ930 ASIC failure,According to Specification,STM,9915KM,7689.145.203,TR 15.7.82
Toyota,2020,44175,QC-2020-5514,History error code,"U0442, P1D40, P1D3F, P1604, P0651",CJ930 ASIC failure,Customer Failure,Hanon,2764KM,3847.291.506,AE 48.7.13
Ashok Leyland,2024,45378,QC-2024-5779,History error code,"U0301, P1D42, P1D41, P0600, P3094",103 track burnt due to EOS,Production Failure,,26439KM,9067.342.185,PG 33.6.59
Honda,2023,45168,QC-2023-7254,History error code,"P3097, U0301, U0401, P06B0",103 track burnt due to EOS,According to Specification,STM,9065KM,5938.761.204,AE 48.7.13
M&M,2019,43683,QC-2019-8141,History error code,"P1602, P1D3C, U0401, U0421, U100F",ECU confirmed to specification,Production Failure,Delphi,10120KM,5612.748.093,WK 83.2.50
Ashok Leyland,2023,45119,QC-2023-8084,History error code,"P1D3B, P1686, P3098, P1D40",CJ930 ASIC failed due to EOS,Production Failure,STM,67219KM,3271.584.960,PG 33.6.59
Hyundai,2021,44278,QC-2021-4650,ABS Light Still On when Drive,"P0455, P06B0, P211F",CJ930 ASIC failed due to EOS,Production Failure,,37661KM,4521.673.841,BX 42.3.17
Kia,2021,44560,QC-2021-9127,P0443 failure code,"P1D41, P1610, P3099, P060D",CJ930 ASIC failed due to EOS,According to Specification,Delphi,5743KM,3074.928.615,JR 19.6.84
Hyundai,2024,45518,QC-2024-2571,MIL GLOWING,"P0393, P11AF, P11DA",CJ930 ASIC failed due to EOS,According to Specification,,17002KM,3847.291.506,JR 19.6.84
Toyota,2023,45021,QC-2023-1896,"Idling engine, no response to LET","P0560, U0301, P0068",CJ930 ASIC failed due to EOS,Customer Failure,STM,37390KM,7834.156.920,TR 15.7.82
TATA,2024,45593,QC-2024-9651,"Idling engine, no response to LET","P061C, P057B, P2103",CJ930 ASIC failed due to EOS,Customer Failure,Hanon,8457KM,7689.145.203,BX 42.3.17
Honda,2019,43580,QC-2019-4638,"Stopping on run, Idling instable","P211F, P2247, P1603",VI NOK,Customer Failure,Delphi,37390KM,2784.913.650,CF 26.8.47
TATA,2022,44743,QC-2022-9293,Damage lock connector area.,"P1D44, U0301, P06D1, P3094",CJ930 ASIC failure,Production Failure,Bosch,433KM,7016.423.895,QW 56.2.90
Ashok Leyland,2023,45206,QC-2023-8205,Starting problem,"P1D3D, U0141, U0425",CJ930 VSx Pin failure due to EOS,Production Failure,,32893KM,6508.317.492,TR 15.7.82
M&M,2023,45139,QC-2023-4807,OBD lamp on,"P0301, P0455",CJ930 VSx Pin failure due to EOS,According to Specification,Delphi,37390KM,6508.317.492,TR 15.7.82
Kia,2020,44105,QC-2020-6750,Speedo meter needle not ware,"U0100, P20FF, P1640",CJ930 VSx Pin failure due to EOS,Customer Failure,Hanon,15214KM,3074.928.615,WK 83.2.50
Toyota,2020,43944,QC-2020-3614,ENGINE CHECK LAMP ON,"P060A, P211F, P1D4A, P3096, P0697",CJ930 VSx Pin failure due to EOS,Production Failure,,86471KM,5938.761.204,KF 28.4.63
M&M,2021,44300,QC-2021-6315,POOR PICK UP,"P0040, P2112, P2102",CJ930 VSx Pin failure due to EOS,According to Specification,STM,11770KM,2784.913.650,QW 56.2.90
Hyundai,2023,44997,QC-2023-4104,pin bent issue part after assembly .,"P3092, P1D42, P20FF, P06B0",CJ930 VSx Pin failure due to EOS,Customer Failure,Bosch,67219KM,1647.098.753,DM 39.1.76
M&M,2024,45465,QC-2024-7409,Miss handling .,"P0301, P0455",106 sensor GND track burnt due to EOS,According to Specification,,62291KM,3074.928.615,ME 17.9.71
Toyota,2019,43494,QC-2019-2406,History error code,"P0605, P0641, U0115",103 GNDAS_SENS1 burnt due to EOS,Customer Failure,Valeo,59029KM,5612.748.093,JR 19.6.84
Kia,2019,43630,QC-2019-1359,Key Not working,"P3093, P3325",CJ930 ASIC failure,Production Failure,STM,5743KM,4521.673.841,QW 56.2.90
Ashok Leyland,2022,44591,QC-2022-4643,ENGINE NOT START,"U0429, U0415",R2151 resistor failed due to EOS,According to Specification,Valeo,5397KM,1647.098.753,DM 39.1.76
Kia,2020,43943,QC-2020-6941,MIL GLOWING,"U0166, U0141, P311B, P31AB",106 APP track burnt due to EOS,Production Failure,Hanon,54935KM,1293.847.562,AE 48.7.13
TATA,2022,44720,QC-2022-8890,ENGINE NOT START,"P0611, U0100",B3300 Resistor failure due to EOS,According to Specification,Valeo,2047KM,1293.847.562,JR 19.6.84
M&M,2021,44534,QC-2021-9426,Starting trouble CEL blinking with DTC P,"P06F9, P2243, P0651",CJ930 ASIC failure,Customer Failure,Hanon,26439KM,6103.825.479,QW 56.2.90
Hyundai,2024,45301,QC-2024-6127,ENGINE NOT START,"U0307, U0164, U1040, P0562",CJ930 ASIC failure,According to Specification,Valeo,11770KM,3074.928.615,SL 67.9.25
M&M,2019,43779,QC-2019-7945,History error code,"P160A, P1D4A",CJ930 ASIC failure,Customer Failure,Delphi,32893KM,6508.317.492,NZ 21.8.44
M&M,2022,44612,QC-2022-7900,IG2 current above threshold,"P0606, U0100, P1D42, P1603",CJ930 ASIC failure,Customer Failure,,46784KM,3074.928.615,WK 83.2.50
Toyota,2022,44768,QC-2022-9281,ENGINE NOT START,"P0301, U0132",CJ930 ASIC failure,Production Failure,Valeo,12725KM,9241.653.870,HV 14.5.38
Toyota,2019,43803,QC-2019-1135,ENGINE NOT START,"U1003, P1386",CJ930 ASIC failure,According to Specification,Bosch,46784KM,4382.510.967,PG 33.6.59
Kia,2023,44982,QC-2023-9303,ENGINE NOT START,"U030B, P3047, U102F",ECU confirmed to specification,Customer Failure,Bosch,40337KM,9241.653.870,QW 56.2.90
TATA,2024,45577,QC-2024-9368,ENGINE NOT START,"P2247, U0425, U0106",Pin 106 track burnt due to EOS,Production Failure,Valeo,12843KM,7834.156.920,AE 48.7.13
Toyota,2020,43919,QC-2020-2278,MIL GLOWING,"U0163, P0611, P06C6, P11B8",Multiple track burnt due to EOS,According to Specification,Valeo,12843KM,6508.317.492,HV 14.5.38
M&M,2021,44396,QC-2021-7991,ENGINE NOT START,"U0100, P3094, U0302, P0560, U049C",Multiple track burnt due to EOS,Customer Failure,Valeo,54935KM,5612.748.093,ME 17.9.71
Hyundai,2022,44887,QC-2022-8951,PICK UP LOW,"P0301, P3094, P1D43, P0221",ECU Confirmed to specification,Production Failure,STM,151KM,7689.145.203,QW 56.2.90
M&M,2022,44810,QC-2022-5085,MIL GLOWING,"P12BA, U102F, P2303, P1536, P3325",DAE cap damaged & Contamination on PCBA,Production Failure,Hanon,62291KM,2163.879.045,JR 19.6.84
TATA,2020,44140,QC-2020-6710,MIL GLOWING,"P31AC, P12C6, P2315",DAE cap damaged & Contamination on PCBA,Customer Failure,Bosch,670KM,6508.317.492,HV 14.5.38
TATA,2022,44926,QC-2022-9801,MIL GLOWING,"U0412, U040D",DAE cap damaged & Contamination on PCBA,Customer Failure,Bosch,670KM,6508.317.492,AE 48.7.13
M&M,2021,44315,QC-2021-7231,Silica gel broken,"P068B, U0412, P1D3B, P1640, U0464",DAE cap damaged & Contamination on PCBA,Production Failure,STM,12934KM,8795.234.106,AE 48.7.13
Hyundai,2023,45157,QC-2023-7443,Vehicle not start .,"U0146, P1D40, U040D, P0606",ECU confirmed to specification,Customer Failure,STM,16528KM,7016.423.895,NZ 21.8.44
TATA,2021,44269,QC-2021-1982,DTC:- P0530,"P0455, P0538",106 Sensor GND track burnt due to EOS,Production Failure,Valeo,67219KM,8459.067.312,KF 28.4.63
Toyota,2021,44474,QC-2021-3888,Mil lamp glow,"P0455, P12BC, U0159, P06C7, P31BE",106 Sensor GND track burnt due to EOS,Production Failure,Hanon,17002KM,2784.913.650,QW 56.2.90
Hyundai,2020,44160,QC-2020-9916,0 Mil showing on dashboard,"P0301, U0416",VI NOK,Customer Failure,Hanon,59029KM,3074.928.615,DM 39.1.76
Honda,2020,44009,QC-2020-8085,ENGINE NOT START,"P151B, P3052, U02A3",106 Sensor GND track burnt due to EOS,Production Failure,,10120KM,3271.584.960,YC 72.4.61
Hyundai,2020,44082,QC-2020-5636,MIL GLOWING,"U0100, P0016, U0499, P12DD, P1279",106 Sensor GND track burnt due to EOS,According to Specification,Hanon,10098KM,6103.825.479,KF 28.4.63
Ashok Leyland,2022,44802,QC-2022-2986,ENGINE NOT START,"P0301, P0562, P1603, P060A, U019B",106 APP2 track burnt due to EOS,Production Failure,Hanon,62291KM,7016.423.895,BX 42.3.17
Honda,2023,45183,QC-2023-7601,MIL GLOWING,"P12DB, P0671",106 APP2 track burnt due to EOS,Customer Failure,Valeo,15214KM,6103.825.479,DM 39.1.76
Hyundai,2023,45005,QC-2023-7266,Tape contamination,"U0301, P0688, P1D42",106 Sensor GND track burnt due to EOS,According to Specification,STM,32893KM,5938.761.204,WK 83.2.50
Honda,2023,44958,QC-2023-5056,Spider Web at Molding Connector,"U019C, P20FF",PCB Contaminated,According to Specification,Hanon,27952KM,6103.825.479,CF 26.8.47
TATA,2023,45243,QC-2023-3439,"EngineMI&SpannerLampglow,RPMnotexceed2K","P0455, P06E2",Multiple track burnt due to EOS,Customer Failure,Bosch,11770KM,8795.234.106,CF 26.8.47
Kia,2021,44200,QC-2021-7416,PCM not working properly,"P1D3C, P06D2",Multiple track burnt due to EOS,According to Specification,Hanon,33238KM,7016.423.895,NZ 21.8.44
Kia,2024,45300,QC-2024-8926,MIL GLOWING,"P1932, P06C3",Ground pins burnt due to EOS,According to Specification,,59029KM,7834.156.920,YC 72.4.61
M&M,2023,45101,QC-2023-3897,ENGINE NOT START,"U10C2, P060F, U0447",Ground pins burnt due to EOS,Customer Failure,Valeo,33238KM,6103.825.479,YC 72.4.61
Hyundai,2022,44802,QC-2022-3695,PCM not working properly,"P061C, P211F",Ground pins burnt due to EOS,According to Specification,Valeo,26439KM,8795.234.106,CF 26.8.47
TATA,2020,43839,QC-2020-2156,PCM not working properly,"P1658, U0417",ECU Confirmed to specification,According to Specification,Hanon,46784KM,4382.510.967,TR 15.7.82
Ashok Leyland,2019,43633,QC-2019-4099,PCM not working with DTC: P0112:00,"P052F, U0301",CJ930 ASIC failure,Customer Failure,Delphi,17315KM,5938.761.204,KF 28.4.63
TATA,2024,45520,QC-2024-3322,"PCM not working, vehicle jerk & off","U0100, P1610",CJ930 ASIC failure,Customer Failure,Bosch,151KM,1293.847.562,NZ 21.8.44
Hyundai,2020,43931,QC-2020-5420,CheckwithFDRSandfoundDTC:P06A6&U0402,"P061C, P1388, P06B0, P060D, P1603",106 Sensor GND track burnt due to EOS,Production Failure,Hanon,2764KM,5938.761.204,ME 17.9.71
TATA,2021,44280,QC-2021-1892,"DTC:U0100,U0401,U0151,U0155,P161A,PCM","U049D, U0425",ECU Confirmed to specification.,Production Failure,STM,2047KM,9241.653.870,YC 72.4.61
TATA,2024,45419,QC-2024-1778,DTC-Injectordrivercircuitperf.presented,"P1205, P2289, P3098, P3045, P0191",Multiple track burnt due to EOS,According to Specification,Delphi,90KM,6508.317.492,KF 28.4.63
Ashok Leyland,2020,43970,QC-2020-3455,EngineoffinrunningcondDTC:P0335&P06A8,"P1321, P11AE, P12D0",PCB Contaminated,Production Failure,STM,16528KM,1293.847.562,WK 83.2.50
Honda,2021,44491,QC-2021-7613,Wrong customer part number :,"P068A, P1D3F",Ground pins burnt due to EOS,Production Failure,Bosch,17315KM,5938.761.204,QW 56.2.90
Toyota,2019,43699,QC-2019-3695,DOES NOT OPERATE PROPERLY,"P1D40, P2243, P0AA7",Ground pins burnt due to EOS,Production Failure,,90KM,2163.879.045,CF 26.8.47
M&M,2019,43751,QC-2019-5151,History error code,"P0607, P1D3B",Ground pins burnt due to EOS,Customer Failure,Delphi,17315KM,7689.145.203,PG 33.6.59
Kia,2024,45316,QC-2024-6166,History error code,"P163E, P1D3E, P211F",Ground pins burnt due to EOS,According to Specification,Hanon,5743KM,6103.825.479,WK 83.2.50
TATA,2020,43845,QC-2020-4026,History error code,"P0301, P1603, P1387, P0686",Ground pins burnt due to EOS,According to Specification,,151KM,8795.234.106,TR 15.7.82
Kia,2021,44498,QC-2021-7891,History error code,"P1D44, P3095, P0688, P061C, P0AA6",Ground pins burnt due to EOS,Customer Failure,Delphi,12725KM,4382.510.967,QW 56.2.90
M&M,2023,45004,QC-2023-5059,ECU P/N mismatch in label,"U0100, P1D40, P1603, P2247, P0651",VI NOK,According to Specification,STM,17315KM,6103.825.479,KF 28.4.63
TATA,2021,44516,QC-2021-7242,Starting Problem,"P3095, P052F, P060D, U030B",Multiple track burnt due to EOS,Customer Failure,Hanon,151KM,3074.928.615,ME 17.9.71
M&M,2020,43872,QC-2020-7632,Speed meter not working,"P06D1, P06A3, P1602, P2610",Multiple track burnt due to EOS,Customer Failure,Bosch,18324KM,4521.673.841,HV 14.5.38
Kia,2020,44036,QC-2020-2174,Engine Light On,"U100A, U0163, U030B, P06F9",DAE cap damaged & PCB contaminated,Customer Failure,Valeo,2764KM,9241.653.870,CF 26.8.47
Toyota,2023,45234,QC-2023-9212,Computer Assy Fuel Injection Problem,"U101D, P3098",ECU confirmed to specification,According to Specification,,151KM,6103.825.479,ME 17.9.71
Honda,2021,44207,QC-2021-9161,Engine Cannot Start,"P0301, P160A, U041E, U0307, P3088",T8601 & R8590 burnt due to EOS,Customer Failure,Delphi,37390KM,4382.510.967,BX 42.3.17
Toyota,2022,44773,QC-2022-6792,Engine Sometimes No Start,"U0404, P3093, P0685, U0141",ECU confirmed to specification,According to Specification,Delphi,46784KM,3074.928.615,BX 42.3.17
Honda,2019,43654,QC-2019-5265,Output error code P0443,"P1388, P060A, P0562, P160A",103 sensor GND track burnt due to EOS,According to Specification,Hanon,9915KM,4521.673.841,NZ 21.8.44
M&M,2022,44576,QC-2022-7258,Engine Check Lamp Came out,"P11DA, P12E0, P11A5, P12C4",PCBA contaminated due to DAE damaged.,Customer Failure,Valeo,54935KM,7689.145.203,ME 17.9.71
TATA,2020,44174,QC-2020-7918,Vehicle Fail to move,"P1D42, P0AA6",Main GND pins melted due to EOS,According to Specification,,10098KM,8459.067.312,WK 83.2.50
Hyundai,2024,45380,QC-2024-4670,Engine Cannot Start,"U0100, P0685, U0114, U0198, U1040",Main GND pins melted due to EOS,Production Failure,Delphi,62291KM,3271.584.960,AE 48.7.13
Toyota,2022,44826,QC-2022-4743,"DID 11166488, FC-Liste im Anhang","P160A, P060D, U0301",Main GND pins melted due to EOS,Production Failure,Delphi,670KM,7016.423.895,SL 67.9.25
Toyota,2022,44757,QC-2022-7948,Right side high beam not working,"P3093, P3094, P1D3D, P1D3F",Main GND pins melted due to EOS,Customer Failure,Bosch,40337KM,7016.423.895,JR 19.6.84
TATA,2022,44599,QC-2022-2990,Engine high idle failure,"P0301, P3094, P0686, P1386, P06A3",Main GND pins melted due to EOS,According to Specification,Delphi,40337KM,7834.156.920,PG 33.6.59
Toyota,2019,43779,QC-2019-8297,Engine vibration while AC is on,"P1D41, P0611, P1D3F, P06D2, P2243",Main GND pins melted due to EOS,Customer Failure,Hanon,12934KM,1293.847.562,CF 26.8.47
Kia,2021,44249,QC-2021-6686,ECU was found defective.,"U140D, P2035, P1286, U0422, U0499",ECU confirmed to specification,According to Specification,,46784KM,4382.510.967,JR 19.6.84
TATA,2021,44477,QC-2021-3566,ECU was found defective changed under wa,"P24B3, P2BAC, P24CB",ECU confirmed to specification,According to Specification,Hanon,12934KM,4382.510.967,TR 15.7.82
Kia,2020,44177,QC-2020-7626,Vehicle was reported for starting issue.,"U140A, P068A, P0607, U0416",ECU confirmed to specification,Customer Failure,Delphi,19835KM,6508.317.492,PG 33.6.59
M&M,2022,44914,QC-2022-7530,ECU was found defective.,"P0455, P13E6, P242C, P2278",Connector Pin 203((I_A_TPPOS1) bent,Production Failure,,15214KM,4521.673.841,WK 83.2.50
Ashok Leyland,2021,44477,QC-2021-1324,ECU was found defective.,"P246E, P06EB",PCBA contaminated due to water entry,According to Specification,,433KM,3074.928.615,BX 42.3.17
TATA,2021,44392,QC-2021-8557,Vehicle was reported for starting issue,"P0301, U0419",PCBA contaminated due to water entry,Production Failure,Delphi,433KM,2163.879.045,YC 72.4.61
Honda,2024,45397,QC-2024-8387,Vehicle get off after once start,"P0301, P06F9",ECU confirmed to specification,Customer Failure,STM,10120KM,2784.913.650,YC 72.4.61
Hyundai,2021,44527,QC-2021-1269,Short Supply,"P0560, P06B0, P0697",B3300 failed due to EOS,According to Specification,Bosch,574KM,9067.342.185,YC 72.4.61
TATA,2024,45566,QC-2024-4845,pin bent issue part after assembly.,"P2247, U0115, P1D40",B3300 failed due to EOS,According to Specification,Valeo,10120KM,8795.234.106,KF 28.4.63
TATA,2020,43907,QC-2020-4976,pin bent issue part after assembly .,"P1387, P06F9, P1610, P1386, P3098",PCB inner layer particle,According to Specification,Valeo,19835KM,3847.291.506,DM 39.1.76
Honda,2021,44329,QC-2021-7108,ECU-Not working,"U0100, P0455, U0206, U0106",ECU Confirmed to specification,Production Failure,Bosch,37661KM,9067.342.185,SL 67.9.25
M&M,2021,44350,QC-2021-8841,ECU- Vehicle Not start,"P0301, P0641, P0686",CJ930 ASIC failure ,According to Specification,Bosch,12725KM,7834.156.920,WK 83.2.50
Toyota,2024,45607,QC-2024-5296,STARTING PROBLEM,"P3053, U010C",CJ930 ASIC failure ,According to Specification,,433KM,4382.510.967,BX 42.3.17
Hyundai,2020,43882,QC-2020-5119,MIL GLOWING,"U0100, P31B3",CJ930 ASIC failure ,According to Specification,Valeo,12725KM,8459.067.312,DM 39.1.76
Honda,2022,44909,QC-2022-2920,PICK UP LOW,"P0697, P3035, P0641",CJ930 ASIC failure ,Customer Failure,Delphi,27952KM,9241.653.870,TR 15.7.82
M&M,2021,44335,QC-2021-5548,BCMfai l@ Pre-RollswithDTC:P11B2,"P0686, P1D40, P0606",103 L_S_F_GND track burnt due to EOS,According to Specification,Bosch,2764KM,2163.879.045,PG 33.6.59
Kia,2021,44453,QC-2021-5506,Kofferklappe öffnet Selbständig,"P1610, U040E",Failure disappeared during analysis,According to Specification,Delphi,433KM,7834.156.920,SL 67.9.25
TATA,2022,44890,QC-2022-5022,Warning message: lane departure and,"P0697, P1732, P160A, U0419, P060F",Failure disappeared during analysis,Customer Failure,Hanon,46784KM,4521.673.841,WK 83.2.50
Hyundai,2019,43809,QC-2019-8192,Scheibenwischer funktionieren nur auf,"U0100, P0600, P1D41",T7780 MOSFET failure due to EOS,According to Specification,Hanon,15214KM,5612.748.093,PG 33.6.59
Honda,2024,45380,QC-2024-3114,VEHICLE STOP AFTER RUNNING CONDITION.,"P0455, P3096, P061C, P1387, P0611",CJ125 pin9 bond wire metled due to EOS,Production Failure,Valeo,15214KM,4382.510.967,SL 67.9.25
Hyundai,2019,43643,QC-2019-4557,History error code,"P1604, P1D44, P1640",CJ125 pin9 bond wire metled due to EOS,According to Specification,,62291KM,3847.291.506,KF 28.4.63
Toyota,2020,44072,QC-2020-8560,Car is not running smoothly .,"P1D42, P06B0, P0605, P163E, P1388",CJ125 pin9 bond wire metled due to EOS,Customer Failure,Delphi,33238KM,9067.342.185,BX 42.3.17
Hyundai,2021,44294,QC-2021-4215,Vehicle start but suddenly off.,"P0455, U0301, P3095",CJ125 pin9 bond wire metled due to EOS,Production Failure,Bosch,670KM,1293.847.562,ME 17.9.71
Toyota,2021,44296,QC-2021-4251,Engine stop,"P1686, P1D3C, P3095",CJ125 pin9 bond wire metled due to EOS,Production Failure,Valeo,10120KM,4521.673.841,ME 17.9.71
Kia,2023,44953,QC-2023-8156,STOP IN RUNING,"P0455, P0611, P1602, P0651",Multiple track burnt due to EOS,Production Failure,Bosch,8457KM,6508.317.492,PG 33.6.59
