Customer,Year,Date,QC_Number,Customer Complaint,DTC,Voltage,Failure Analysis,Warranty Decision,Supplier,Mileage_km
Hyundai,2025,2025-05-01,QC-2025-000211,Starting Problem,,13.22,NTF,According to Specification,Bosch,60018
Ashok Leyland,2022,2022-06-28,QC-2022-000212,OBD Light ON,,13.55,NTF,According to Specification,STM,34550
M&M,2022,2022-04-24,QC-2022-000213,High fuel consumption,P0171,13.08,NTF,According to Specification,STM,99733
Honda,2023,2023-06-20,QC-2023-000214,Battery warning light ON,"P0563, P0480, P0304, P0562",18.01,Track burnt due to EOS,Customer Failure,Delphi,56093
M&M,2025,2025-06-06,QC-2025-000215,Starting Problem,"B1234, C0460",13.22,Connector damage,Production Failure,Hanon,47011
Kia,2024,2024-01-25,QC-2024-000216,High fuel consumption,,13.0,NTF,According to Specification,Delphi,85307
Hyundai,2020,2020-10-24,QC-2020-000217,Battery warning light ON,P0601,15.93,ASIC CJ327 failure due to EOS,Customer Failure,STM,16608
Hyundai,2021,2021-11-15,QC-2021-000218,Starting Problem,"U0100, P0303, P0302, P0615, U0101",15.82,Track burnt due to EOS,Customer Failure,Delphi,68258
TATA,2019,2019-05-19,QC-2019-000219,Rough idling,P0605,15.67,ASIC CJ327 failure due to EOS,Production Failure,STM,45283
Honda,2023,2023-05-31,QC-2023-000220,OBD Light ON,,13.44,NTF,According to Specification,Hanon,107707
Honda,2021,2021-03-09,QC-2021-000221,Vehicle not starting,"P0617, P0482",18.68,Track burnt due to EOS,Customer Failure,Delphi,103745
Honda,2023,2023-04-07,QC-2023-000222,OBD Light ON,,12.85,NTF,According to Specification,Valeo,21912
TATA,2025,2025-11-30,QC-2025-000223,OBD Light ON,P0456,12.85,NTF,According to Specification,Bosch,36575
TATA,2022,2022-08-03,QC-2022-000224,OBD Light ON,,13.72,NTF,According to Specification,Delphi,26919
Honda,2022,2022-04-11,QC-2022-000225,OBD Light ON,P0341,12.9,NTF,According to Specification,Bosch,22759
Kia,2024,2024-03-24,QC-2024-000226,OBD Light ON,B1045,13.97,Connector damage,Production Failure,STM,161649
Honda,2022,2022-08-17,QC-2022-000227,Brake warning light ON,C0460,13.4,Connector damage,Production Failure,Hanon,1710
Honda,2022,2022-01-05,QC-2022-000228,OBD Light ON,,12.98,NTF,According to Specification,Delphi,6937
Kia,2024,2024-11-07,QC-2024-000229,Vehicle not starting,"U0155, P0305, P0301, P0171",17.28,Track burnt due to EOS,Customer Failure,Delphi,64618
TATA,2022,2022-06-08,QC-2022-000230,Battery warning light ON,"P0562, P0354, P0620, U0001, P0355, U0073",16.16,Track burnt due to EOS,Customer Failure,STM,59308
Hyundai,2024,2024-03-29,QC-2024-000231,Multiple warning lights ON,"P0601, P0604",14.47,ASIC CJ327 failure due to EOS,Production Failure,Bosch,31170
Toyota,2021,2021-11-30,QC-2021-000232,Starting Problem,,14.46,NTF,According to Specification,Bosch,41912
Honda,2022,2022-08-09,QC-2022-000233,Rough idling,P0562,15.54,ASIC CJ327 failure due to EOS,Production Failure,STM,51115
TATA,2025,2025-05-31,QC-2025-000234,High fuel consumption,,12.69,NTF,According to Specification,Valeo,12927
TATA,2025,2025-07-23,QC-2025-000235,OBD Light ON,"B1234, B3055",13.34,Connector damage,Production Failure,STM,105696
Toyota,2021,2021-02-11,QC-2021-000236,OBD Light ON,P0455,12.57,NTF,According to Specification,Bosch,8153
M&M,2019,2019-09-07,QC-2019-000237,OBD Light ON,P0327,13.45,NTF,According to Specification,Delphi,15158
Hyundai,2024,2024-03-20,QC-2024-000238,OBD Light ON,,13.64,NTF,Customer Failure,Bosch,17220
Kia,2021,2021-11-29,QC-2021-000239,Engine overheating,"P0482, P0352, P0351",17.66,Track burnt due to EOS,Customer Failure,Delphi,98893
Toyota,2025,2025-03-23,QC-2025-000240,High fuel consumption,,13.8,NTF,According to Specification,Hanon,16211
TATA,2025,2025-12-18,QC-2025-000241,Rough idling,P0325,14.04,NTF,According to Specification,Hanon,16835
Hyundai,2025,2025-05-08,QC-2025-000242,Engine stalling,,12.35,NTF,According to Specification,Valeo,17158
Kia,2024,2024-07-09,QC-2024-000243,Starting Problem,C0265,13.81,Connector damage,Production Failure,Hanon,2052
M&M,2020,2020-07-16,QC-2020-000244,Rough idling,"P0304, P0355",15.93,Track burnt due to EOS,Customer Failure,Valeo,214716
Hyundai,2023,2023-09-10,QC-2023-000245,Engine overheating,,12.04,NTF,According to Specification,Bosch,76872
Toyota,2021,2021-01-04,QC-2021-000246,Multiple warning lights ON,"P0481, P0301",19.91,Track burnt due to EOS,Customer Failure,Bosch,34371
Hyundai,2021,2021-11-24,QC-2021-000247,Multiple warning lights ON,P0606,15.36,ASIC CJ327 failure due to EOS,Customer Failure,Delphi,64817
Honda,2025,2025-11-23,QC-2025-000248,Low pickup,,12.61,NTF,According to Specification,STM,200639
Toyota,2024,2024-03-26,QC-2024-000249,Brake warning light ON,B1031,12.83,Connector damage,Production Failure,Delphi,73354
TATA,2025,2025-08-21,QC-2025-000250,Engine overheating,"P0694, U0155, U0100, P0693, U0101",16.8,Track burnt due to EOS,Customer Failure,Valeo,162304
Ashok Leyland,2021,2021-04-11,QC-2021-000251,Battery warning light ON,B1234,13.46,Connector damage,Production Failure,Hanon,106644
M&M,2024,2024-12-14,QC-2024-000252,High fuel consumption,"P0101, P0171",12.56,Sensor short due to moisture,Customer Failure,Valeo,60368
M&M,2023,2023-09-05,QC-2023-000253,Rough idling,"P0303, P0617, P0355, P0616",18.1,Track burnt due to EOS,Customer Failure,Valeo,77758
Hyundai,2025,2025-09-20,QC-2025-000254,Battery warning light ON,"P0563, P0302",16.08,Track burnt due to EOS,Customer Failure,Delphi,62197
Honda,2020,2020-03-11,QC-2020-000255,Battery warning light ON,"P0620, P1682",16.68,Track burnt due to EOS,Customer Failure,Delphi,50411
Toyota,2021,2021-08-12,QC-2021-000256,Brake warning light ON,"B1234, B3055, C0031",13.55,Connector damage,Customer Failure,Bosch,210739
M&M,2023,2023-03-28,QC-2023-000257,Rough idling,,13.56,NTF,According to Specification,Delphi,58808
M&M,2022,2022-04-20,QC-2022-000258,Low pickup,P0608,15.51,ASIC CJ327 failure due to EOS,Production Failure,Delphi,47318
M&M,2024,2024-06-08,QC-2024-000259,Engine overheating,"P0128, P0161",11.77,Sensor short due to moisture,Customer Failure,Bosch,60991
Kia,2022,2022-07-02,QC-2022-000260,ABS warning light ON,"C0051, C0031, B1234",14.2,Connector damage,Production Failure,Delphi,49801
Toyota,2024,2024-06-01,QC-2024-000261,Multiple warning lights ON,"P0480, P0616, P0301",17.34,Track burnt due to EOS,Customer Failure,Hanon,64297
Hyundai,2022,2022-09-16,QC-2022-000262,Rough idling,P0604,15.42,ASIC CJ327 failure due to EOS,Customer Failure,STM,31162
Kia,2022,2022-04-04,QC-2022-000263,Rough idling,P0610,15.81,ASIC CJ327 failure due to EOS,Customer Failure,Delphi,38611
TATA,2020,2020-05-16,QC-2020-000264,OBD Light ON,,12.56,NTF,According to Specification,Bosch,36240
Honda,2023,2023-07-08,QC-2023-000265,Engine stalling,P0197,13.25,Sensor short due to moisture,Customer Failure,Delphi,31482
Toyota,2023,2023-07-05,QC-2023-000266,OBD Light ON,"P0101, P0096",12.04,Sensor short due to moisture,Customer Failure,Bosch,52096
Kia,2022,2022-12-07,QC-2022-000267,Engine jerking during acceleration,"P0305, P0615, P0694, P0351, P0352",19.73,Track burnt due to EOS,Customer Failure,Valeo,87545
TATA,2025,2025-02-01,QC-2025-000268,Multiple warning lights ON,"U0184, U0155",10.06,controller failure due to supplier production failure,Production Failure,STM,23092
Hyundai,2025,2025-12-24,QC-2025-000269,OBD Light ON,,12.65,NTF,According to Specification,Bosch,64682
Kia,2022,2022-09-29,QC-2022-000270,Engine stalling,"P0073, P0131, P0420",11.3,Sensor short due to moisture,Customer Failure,Valeo,26790
Toyota,2024,2024-04-16,QC-2024-000271,Engine jerking during acceleration,"P0351, P0694, P0482",19.69,Track burnt due to EOS,Customer Failure,Valeo,38455
Kia,2024,2024-05-20,QC-2024-000272,Transmission jerking,"U0101, P0481, P0480, U0100",15.88,Track burnt due to EOS,Customer Failure,STM,38736
Toyota,2023,2023-06-02,QC-2023-000273,Engine jerking during acceleration,"P0352, P0351, P0693, P0353, P0306",18.38,Track burnt due to EOS,Customer Failure,Valeo,54229
Hyundai,2024,2024-07-20,QC-2024-000274,Battery warning light ON,"P0563, P0562",15.75,ASIC CJ327 failure due to EOS,Production Failure,Bosch,58264
M&M,2025,2025-06-29,QC-2025-000275,Multiple warning lights ON,"U0103, U0140, U0121",10.33,controller failure due to supplier production failure,Production Failure,Bosch,45686
M&M,2025,2025-01-23,QC-2025-000276,Engine stalling,,12.95,NTF,According to Specification,Bosch,14635
Honda,2023,2023-01-01,QC-2023-000277,Engine stalling,P0455,13.98,NTF,According to Specification,Bosch,33692
Honda,2023,2023-09-07,QC-2023-000278,High fuel consumption,"P0606, P0602",16.47,ASIC CJ327 failure due to EOS,Customer Failure,STM,59683
TATA,2025,2025-08-04,QC-2025-000279,Multiple warning lights ON,U0155,10.83,controller failure due to supplier production failure,Production Failure,Bosch,7540
Hyundai,2025,2025-11-13,QC-2025-000280,Engine stalling,U0100,13.79,NTF,According to Specification,Hanon,56827
Toyota,2019,2019-03-24,QC-2019-000281,Low pickup,P0613,15.14,ASIC CJ327 failure due to EOS,Production Failure,Hanon,21118
Hyundai,2022,2022-09-16,QC-2022-000282,Rough idling,P0563,15.74,ASIC CJ327 failure due to EOS,Customer Failure,Delphi,33876
Toyota,2023,2023-07-09,QC-2023-000283,Starting Problem,"P0482, P0355, U0101, P0691, P0692",16.71,Track burnt due to EOS,Customer Failure,Hanon,220000
TATA,2024,2024-03-27,QC-2024-000284,Rough idling,"P0131, P0069",12.91,Sensor short due to moisture,Customer Failure,Bosch,109387
TATA,2024,2024-01-06,QC-2024-000285,Multiple warning lights ON,U0029,9.48,controller failure due to supplier production failure,Production Failure,STM,3684
M&M,2022,2022-07-23,QC-2022-000286,OBD Light ON,B1045,12.92,Connector damage,Production Failure,Bosch,32845
Ashok Leyland,2025,2025-03-20,QC-2025-000287,Low pickup,"P0606, P0602",15.43,ASIC CJ327 failure due to EOS,Production Failure,STM,131241
Kia,2025,2025-01-17,QC-2025-000288,Multiple warning lights ON,"U0001, P0352, P0351",17.95,Track burnt due to EOS,Customer Failure,Delphi,31860
M&M,2021,2021-06-04,QC-2021-000289,Brake warning light ON,B1031,12.75,Connector damage,Production Failure,Bosch,104822
Kia,2024,2024-07-27,QC-2024-000290,Brake warning light ON,C0550,14.51,Connector damage,Production Failure,Bosch,152103
Ashok Leyland,2023,2023-07-23,QC-2023-000291,Engine overheating,P0117,12.81,Sensor short due to moisture,Customer Failure,Bosch,19593
M&M,2025,2025-07-08,QC-2025-000292,Multiple warning lights ON,B1045,12.98,Connector damage,Production Failure,Bosch,45947
Ashok Leyland,2021,2021-11-19,QC-2021-000293,High fuel consumption,,12.54,NTF,According to Specification,Bosch,30239
Honda,2021,2021-05-28,QC-2021-000294,OBD Light ON,P0316,12.21,NTF,According to Specification,Bosch,5318
Kia,2025,2025-02-22,QC-2025-000295,Multiple warning lights ON,U0122,11.01,controller failure due to supplier production failure,Production Failure,Delphi,27015
TATA,2020,2020-02-13,QC-2020-000296,High fuel consumption,,13.38,NTF,Customer Failure,Bosch,29031
Ashok Leyland,2021,2021-03-26,QC-2021-000297,Rough idling,"P0304, P0352, P0356, U0155",17.52,Track burnt due to EOS,Customer Failure,Valeo,127680
M&M,2022,2022-08-05,QC-2022-000298,Rough idling,"P0196, P0097",13.11,Sensor short due to moisture,Customer Failure,Valeo,32433
Honda,2023,2023-06-30,QC-2023-000299,Engine overheating,,13.15,NTF,According to Specification,STM,12386
Kia,2025,2025-01-11,QC-2025-000300,Battery warning light ON,"P0563, P0610",15.37,ASIC CJ327 failure due to EOS,Production Failure,Bosch,98410
Kia,2025,2025-06-22,QC-2025-000301,OBD Light ON,,13.24,NTF,According to Specification,STM,45050
Ashok Leyland,2021,2021-01-28,QC-2021-000302,Multiple warning lights ON,"U0155, P0354, P0560",18.48,Track burnt due to EOS,Customer Failure,STM,19951
Hyundai,2022,2022-11-25,QC-2022-000303,Rough idling,,13.58,NTF,According to Specification,Bosch,45732
Honda,2022,2022-07-27,QC-2022-000304,Brake warning light ON,B3055,13.7,Connector damage,Production Failure,Valeo,91663
Hyundai,2025,2025-01-17,QC-2025-000305,ABS warning light ON,C0045,13.22,Connector damage,Customer Failure,Valeo,86151
Ashok Leyland,2025,2025-02-26,QC-2025-000306,Brake warning light ON,C0550,13.35,Connector damage,Customer Failure,Valeo,43161
Ashok Leyland,2025,2025-09-12,QC-2025-000307,Transmission jerking,"U0103, U0164",10.53,controller failure due to supplier production failure,Production Failure,STM,14680
Toyota,2024,2024-05-12,QC-2024-000308,Multiple warning lights ON,U0114,10.3,controller failure due to supplier production failure,Production Failure,Bosch,11004
Toyota,2024,2024-02-13,QC-2024-000309,OBD Light ON,,12.89,NTF,According to Specification,Delphi,76899
M&M,2024,2024-08-12,QC-2024-000310,Engine overheating,"P0693, P0616, P0617",17.53,Track burnt due to EOS,Customer Failure,Bosch,19220
Honda,2025,2025-06-21,QC-2025-000311,OBD Light ON,,14.44,NTF,According to Specification,Valeo,63378
Ashok Leyland,2020,2020-04-23,QC-2020-000312,Transmission jerking,P0613,16.04,ASIC CJ327 failure due to EOS,Customer Failure,Hanon,46621
Toyota,2024,2024-07-02,QC-2024-000313,Engine stalling,P0072,12.94,Sensor short due to moisture,Customer Failure,Hanon,83445
Honda,2024,2024-07-25,QC-2024-000314,OBD Light ON,,13.22,NTF,According to Specification,Bosch,20950
M&M,2022,2022-11-14,QC-2022-000315,Multiple warning lights ON,P0602,15.58,ASIC CJ327 failure due to EOS,Production Failure,Hanon,28746
Ashok Leyland,2025,2025-07-06,QC-2025-000316,OBD Light ON,P0456,12.82,NTF,Customer Failure,Bosch,82025
Kia,2024,2024-06-26,QC-2024-000317,OBD Light ON,,12.84,NTF,According to Specification,Delphi,105689
Honda,2024,2024-09-10,QC-2024-000318,Starting Problem,P0111,11.49,Sensor short due to moisture,Customer Failure,Delphi,39064
M&M,2023,2023-09-03,QC-2023-000319,High fuel consumption,P0135,13.2,Sensor short due to moisture,Customer Failure,Valeo,71840
Hyundai,2023,2023-04-03,QC-2023-000320,Engine overheating,"P0481, P0693, P0563, P0302, P0620",18.43,Track burnt due to EOS,Customer Failure,Bosch,47114
M&M,2023,2023-05-31,QC-2023-000321,Engine jerking during acceleration,"P0305, P0692, P0616, P0560, P0691",18.02,Track burnt due to EOS,Customer Failure,Hanon,137832
Honda,2023,2023-05-09,QC-2023-000322,Engine overheating,"P0481, U0001, P0692, U0073",18.87,Track burnt due to EOS,Customer Failure,Hanon,60125
TATA,2024,2024-07-08,QC-2024-000323,Multiple warning lights ON,U0402,10.13,controller failure due to supplier production failure,Production Failure,Delphi,12184
Ashok Leyland,2023,2023-04-01,QC-2023-000324,Starting Problem,"P0098, P0101",12.53,Sensor short due to moisture,Customer Failure,Valeo,105904
M&M,2024,2024-03-21,QC-2024-000325,Engine jerking during acceleration,"P0302, P0303",19.63,Track burnt due to EOS,Customer Failure,STM,45409
M&M,2021,2021-09-02,QC-2021-000326,Engine overheating,P0128,13.23,Sensor short due to moisture,Customer Failure,Bosch,44711
Honda,2020,2020-06-21,QC-2020-000327,High fuel consumption,,13.18,NTF,According to Specification,Bosch,48210
Toyota,2025,2025-10-20,QC-2025-000328,ABS warning light ON,B1045,12.65,Connector damage,Production Failure,Hanon,21602
Hyundai,2024,2024-04-04,QC-2024-000329,OBD Light ON,,12.94,NTF,According to Specification,Valeo,220000
Toyota,2024,2024-02-05,QC-2024-000330,Engine overheating,,12.63,NTF,According to Specification,Valeo,13654
Kia,2024,2024-01-08,QC-2024-000331,Engine stalling,P0196,12.93,Sensor short due to moisture,Customer Failure,Bosch,62579
TATA,2024,2024-02-27,QC-2024-000332,Engine overheating,"P0117, P0113",12.14,Sensor short due to moisture,Customer Failure,Valeo,5233
Toyota,2025,2025-02-17,QC-2025-000333,OBD Light ON,"B1031, C0045",13.17,Connector damage,Customer Failure,Delphi,129336
Kia,2024,2024-09-30,QC-2024-000334,Starting Problem,P0112,13.0,Sensor short due to moisture,Customer Failure,Bosch,28720
Hyundai,2023,2023-03-28,QC-2023-000335,OBD Light ON,"B1234, C0265",12.73,Connector damage,Production Failure,STM,149859
Kia,2025,2025-11-26,QC-2025-000336,Engine jerking during acceleration,"P0355, P0305",18.91,Track burnt due to EOS,Customer Failure,Hanon,31592
Hyundai,2022,2022-07-20,QC-2022-000337,Engine overheating,"U0101, U0100",17.31,Track burnt due to EOS,Customer Failure,Bosch,113807
Toyota,2025,2025-01-07,QC-2025-000338,Multiple warning lights ON,"U0073, U0001",10.17,controller failure due to supplier production failure,Production Failure,Bosch,5973
Hyundai,2024,2024-12-05,QC-2024-000339,Brake warning light ON,"C0265, C0550",13.75,Connector damage,Production Failure,STM,101060
Ashok Leyland,2020,2020-10-24,QC-2020-000340,OBD Light ON,,12.83,NTF,According to Specification,Valeo,13639
Toyota,2025,2025-05-20,QC-2025-000341,Vehicle not starting,"P0303, P0693",17.82,Track burnt due to EOS,Customer Failure,Valeo,45256
Hyundai,2024,2024-12-11,QC-2024-000342,OBD Light ON,"C0031, C0460",13.3,Connector damage,Production Failure,Bosch,47863
TATA,2021,2021-08-11,QC-2021-000343,Multiple warning lights ON,"U0103, U0002",11.41,controller failure due to supplier production failure,Production Failure,Bosch,4842
Honda,2024,2024-11-01,QC-2024-000344,High fuel consumption,,13.24,NTF,According to Specification,Valeo,220000
Kia,2021,2021-01-08,QC-2021-000345,Engine stalling,"P0038, P0117",11.88,Sensor short due to moisture,Customer Failure,Bosch,46655
Hyundai,2020,2020-12-29,QC-2020-000346,Rough idling,P0117,12.29,Sensor short due to moisture,Customer Failure,Valeo,25978
Honda,2024,2024-08-10,QC-2024-000347,High fuel consumption,"P0174, U0155",13.79,NTF,According to Specification,Bosch,35608
Honda,2023,2023-07-16,QC-2023-000348,Engine stalling,,13.56,NTF,According to Specification,Delphi,17493
Toyota,2025,2025-03-26,QC-2025-000349,Vehicle not starting,"P0355, P0302, P0305",18.19,Track burnt due to EOS,Customer Failure,Bosch,208670
M&M,2024,2024-05-03,QC-2024-000350,Vehicle not starting,"P1682, P0304, P0693",17.84,Track burnt due to EOS,Customer Failure,STM,79423
M&M,2023,2023-07-01,QC-2023-000351,Engine stalling,P0500,12.87,NTF,According to Specification,Valeo,46739
Kia,2023,2023-01-01,QC-2023-000352,Multiple warning lights ON,U0164,10.35,controller failure due to supplier production failure,Production Failure,Hanon,11406
TATA,2021,2021-03-10,QC-2021-000353,Multiple warning lights ON,U0401,10.45,controller failure due to supplier production failure,Production Failure,Bosch,14888
TATA,2022,2022-01-22,QC-2022-000354,Rough idling,,12.83,NTF,According to Specification,Bosch,19698
Ashok Leyland,2025,2025-05-02,QC-2025-000355,Engine overheating,"P0054, P0096",12.77,Sensor short due to moisture,Customer Failure,Bosch,28062
