Customer,Year,Date,QC_Number,Customer Complaint,DTC,Voltage,Failure Analysis,Warranty Decision,Supplier,Mileage_km
TATA,2024,2024-08-06,QC-2024-000213,Multiple warning lights ON,"P0562, P0300, P1682, P0301",18.19,Track burnt due to EOS,Customer Failure,Valeo,1000
Hyundai,2024,2024-10-10,QC-2024-000214,ABS warning light ON,"C0051, C0460",14.5,Connector damage,Customer Failure,Valeo,149326
Hyundai,2024,2024-05-25,QC-2024-000215,High fuel consumption,P0135,11.89,Sensor short due to moisture,Customer Failure,STM,33393
Ashok Leyland,2024,2024-06-26,QC-2024-000216,ABS warning light ON,"C0031, C0460",12.5,Connector damage,Production Failure,STM,73296
Toyota,2021,2021-11-23,QC-2021-000217,Rough idling,P0300,13.68,NTF,According to Specification,Delphi,33120
Honda,2023,2023-01-17,QC-2023-000218,Engine stalling,P0073,12.87,Sensor short due to moisture,Customer Failure,Delphi,96796
Honda,2020,2020-12-30,QC-2020-000219,Low pickup,P0608,15.44,ASIC CJ327 failure due to EOS,Customer Failure,Delphi,49304
Hyundai,2022,2022-03-01,QC-2022-000220,Battery warning light ON,"P0303, P0562, P0304, P0300",17.09,Track burnt due to EOS,Customer Failure,Valeo,82014
Hyundai,2021,2021-10-22,QC-2021-000221,Battery warning light ON,P0601,14.99,ASIC CJ327 failure due to EOS,Production Failure,Valeo,109346
Ashok Leyland,2020,2020-12-02,QC-2020-000222,Multiple warning lights ON,U0164,10.91,controller failure due to supplier production failure,Production Failure,Valeo,23673
Honda,2023,2023-06-10,QC-2023-000223,ABS warning light ON,"U0121, U0103",9.68,controller failure due to supplier production failure,Production Failure,STM,18511
Kia,2021,2021-04-13,QC-2021-000224,Vehicle not starting,"P0615, P0563, P0620",17.14,Track burnt due to EOS,Customer Failure,Valeo,34959
Toyota,2024,2024-08-28,QC-2024-000225,Starting Problem,P0113,11.91,Sensor short due to moisture,Customer Failure,STM,27887
Toyota,2024,2024-02-26,QC-2024-000226,Starting Problem,P0608,14.6,ASIC CJ327 failure due to EOS,Customer Failure,Bosch,5000
Kia,2023,2023-10-30,QC-2023-000227,ABS warning light ON,"C0045, B1045",14.11,Connector damage,Customer Failure,Bosch,91470
Hyundai,2024,2024-04-08,QC-2024-000228,Engine overheating,,14.4,NTF,According to Specification,Delphi,65484
TATA,2023,2023-10-20,QC-2023-000229,Engine stalling,,12.8,NTF,According to Specification,Hanon,500
Honda,2022,2022-06-25,QC-2022-000230,Engine stalling,,12.84,NTF,According to Specification,Delphi,37166
Hyundai,2019,2019-10-21,QC-2019-000231,OBD Light ON,P0300,13.44,NTF,According to Specification,Valeo,48977
M&M,2021,2021-08-08,QC-2021-000232,Rough idling,"P0304, P0302",17.12,Track burnt due to EOS,Customer Failure,Valeo,33214
M&M,2021,2021-06-05,QC-2021-000233,Engine stalling,"P0054, P0118",12.66,Sensor short due to moisture,Customer Failure,STM,62765
Toyota,2022,2022-01-21,QC-2022-000234,Multiple warning lights ON,U0101,10.17,controller failure due to supplier production failure,Production Failure,Bosch,63161
Honda,2023,2023-02-10,QC-2023-000235,OBD Light ON,P0455,12.73,NTF,According to Specification,Delphi,50043
Toyota,2021,2021-07-11,QC-2021-000236,Brake warning light ON,C0460,13.12,Connector damage,Production Failure,Hanon,105793
Kia,2019,2019-10-22,QC-2019-000237,OBD Light ON,P0455,13.39,NTF,According to Specification,Delphi,40267
Honda,2021,2021-12-01,QC-2021-000238,Brake warning light ON,B3055,13.58,Connector damage,Production Failure,Bosch,125011
Hyundai,2023,2023-02-06,QC-2023-000239,Engine overheating,,12.66,NTF,According to Specification,STM,6763
Kia,2023,2023-01-19,QC-2023-000240,Multiple warning lights ON,U0164,10.21,controller failure due to supplier production failure,Production Failure,Valeo,62071
Toyota,2019,2019-10-09,QC-2019-000241,Rough idling,"P0196, P0118",12.48,Sensor short due to moisture,Customer Failure,Hanon,121558
M&M,2024,2024-04-17,QC-2024-000242,Low pickup,P0606,15.54,ASIC CJ327 failure due to EOS,Production Failure,STM,72272
Honda,2021,2021-11-30,QC-2021-000243,Engine overheating,P0038,12.25,Sensor short due to moisture,Customer Failure,STM,51524
Ashok Leyland,2024,2024-03-13,QC-2024-000244,Engine jerking during acceleration,"P1682, P0300, U0100, U0101",19.56,Track burnt due to EOS,Customer Failure,STM,66059
Ashok Leyland,2020,2020-09-19,QC-2020-000245,OBD Light ON,,12.5,NTF,According to Specification,Bosch,43422
Hyundai,2024,2024-09-02,QC-2024-000246,ABS warning light ON,C0051,14.12,Connector damage,Production Failure,STM,89030
Toyota,2022,2022-08-21,QC-2022-000247,ABS warning light ON,"C0045, C0550",12.5,Connector damage,Production Failure,Hanon,132513
Kia,2019,2019-05-25,QC-2019-000248,Brake warning light ON,C0460,12.5,Connector damage,Production Failure,Delphi,148479
Hyundai,2019,2019-05-18,QC-2019-000249,Multiple warning lights ON,"P0563, P0482",17.66,Track burnt due to EOS,Customer Failure,STM,56083
Hyundai,2023,2023-07-16,QC-2023-000250,High fuel consumption,,12.73,NTF,According to Specification,Hanon,144172
TATA,2021,2021-03-27,QC-2021-000251,Battery warning light ON,P0606,15.21,ASIC CJ327 failure due to EOS,Production Failure,STM,59559
Toyota,2024,2024-07-10,QC-2024-000252,High fuel consumption,P0174,12.5,NTF,According to Specification,Bosch,92284
TATA,2024,2024-09-12,QC-2024-000253,OBD Light ON,,13.18,NTF,According to Specification,Hanon,91259
Hyundai,2022,2022-06-15,QC-2022-000254,Vehicle not starting,U0101,11.5,controller failure due to supplier production failure,Production Failure,Valeo,500
Toyota,2024,2024-04-13,QC-2024-000255,Rough idling,P0420,12.67,NTF,According to Specification,Delphi,40178
M&M,2024,2024-08-26,QC-2024-000256,OBD Light ON,,13.54,NTF,According to Specification,Valeo,110341
Hyundai,2024,2024-10-24,QC-2024-000257,Battery warning light ON,"P0563, P0300, P0301",17.57,Track burnt due to EOS,Customer Failure,Bosch,126362
Hyundai,2024,2024-10-25,QC-2024-000258,Engine overheating,P0118,11.82,Sensor short due to moisture,Customer Failure,Bosch,127739
Honda,2020,2020-07-05,QC-2020-000259,Engine overheating,P0128,12.98,Sensor short due to moisture,Customer Failure,Bosch,96082
Ashok Leyland,2024,2024-08-17,QC-2024-000260,Rough idling,,14.15,NTF,According to Specification,STM,48698
Honda,2020,2020-10-01,QC-2020-000261,Low pickup,,12.5,NTF,According to Specification,Valeo,29878
Honda,2022,2022-04-04,QC-2022-000262,Multiple warning lights ON,U0100,10.2,controller failure due to supplier production failure,Production Failure,Bosch,18256
Kia,2024,2024-06-06,QC-2024-000263,Multiple warning lights ON,C0550,14.01,Connector damage,Production Failure,Hanon,50239
Ashok Leyland,2024,2024-01-06,QC-2024-000264,High fuel consumption,P0563,15.73,ASIC CJ327 failure due to EOS,Customer Failure,Hanon,61497
Kia,2021,2021-08-05,QC-2021-000265,Multiple warning lights ON,U0100,9.64,controller failure due to supplier production failure,Production Failure,Hanon,500
Toyota,2024,2024-04-16,QC-2024-000266,High fuel consumption,,13.71,NTF,According to Specification,Delphi,70313
M&M,2022,2022-05-17,QC-2022-000267,Brake warning light ON,"C0550, P0340",13.38,Connector damage,Customer Failure,Bosch,41943
Kia,2023,2023-12-13,QC-2023-000268,Rough idling,,13.52,NTF,According to Specification,Valeo,104226
Honda,2020,2020-06-02,QC-2020-000269,Starting Problem,"P0480, P0303, P0620",18.42,Track burnt due to EOS,Customer Failure,Bosch,40227
Hyundai,2024,2024-10-22,QC-2024-000270,Transmission jerking,U0101,9.24,controller failure due to supplier production failure,Production Failure,Valeo,3912
Hyundai,2023,2023-03-24,QC-2023-000271,Engine overheating,"U0101, P0620",16.1,Track burnt due to EOS,Customer Failure,STM,61085
Honda,2022,2022-02-08,QC-2022-000272,High fuel consumption,,13.61,NTF,According to Specification,Bosch,51476
Honda,2023,2023-01-20,QC-2023-000273,Rough idling,,14.12,NTF,According to Specification,Hanon,10308
Honda,2024,2024-05-23,QC-2024-000274,Battery warning light ON,P0562,14.87,ASIC CJ327 failure due to EOS,Production Failure,STM,28408
Toyota,2021,2021-04-08,QC-2021-000275,Multiple warning lights ON,U0164,10.54,controller failure due to supplier production failure,Production Failure,Bosch,11695
TATA,2024,2024-12-13,QC-2024-000276,Multiple warning lights ON,U0122,10.68,controller failure due to supplier production failure,Production Failure,Bosch,25763
Honda,2021,2021-11-02,QC-2021-000277,Brake warning light ON,C0550,13.04,Connector damage,Production Failure,Bosch,123700
M&M,2022,2022-12-04,QC-2022-000278,Multiple warning lights ON,"P0304, P0482, P0615",18.37,Track burnt due to EOS,Customer Failure,Delphi,91826
Toyota,2021,2021-03-10,QC-2021-000279,Engine stalling,,13.27,NTF,According to Specification,Bosch,20293
Hyundai,2019,2019-11-10,QC-2019-000280,Starting Problem,P0325,12.91,NTF,According to Specification,Delphi,84086
Hyundai,2022,2022-07-14,QC-2022-000281,Low pickup,P0610,15.92,ASIC CJ327 failure due to EOS,Customer Failure,STM,34720
Ashok Leyland,2024,2024-02-09,QC-2024-000282,Rough idling,,12.5,NTF,According to Specification,Bosch,51941
Hyundai,2024,2024-09-06,QC-2024-000283,Brake warning light ON,"C0265, C0036",13.68,Connector damage,Production Failure,Hanon,76714
Hyundai,2021,2021-07-23,QC-2021-000284,OBD Light ON,P0430,13.49,NTF,According to Specification,STM,48557
Kia,2022,2022-10-24,QC-2022-000285,OBD Light ON,P0197,11.84,Sensor short due to moisture,Customer Failure,Hanon,38098
TATA,2019,2019-07-11,QC-2019-000286,Brake warning light ON,B2960,14.45,Connector damage,Production Failure,Bosch,100729
Ashok Leyland,2024,2024-08-17,QC-2024-000287,Multiple warning lights ON,B2960,14.04,Connector damage,Production Failure,Valeo,107515
Ashok Leyland,2020,2020-09-27,QC-2020-000288,Multiple warning lights ON,U0164,10.01,controller failure due to supplier production failure,Production Failure,Delphi,61331
Honda,2020,2020-09-20,QC-2020-000289,Multiple warning lights ON,U0073,9.82,controller failure due to supplier production failure,Production Failure,STM,11050
Hyundai,2020,2020-03-23,QC-2020-000290,Multiple warning lights ON,U0001,11.16,controller failure due to supplier production failure,Production Failure,Bosch,18907
Kia,2024,2024-03-03,QC-2024-000291,Engine stalling,P0117,12.56,Sensor short due to moisture,Customer Failure,STM,66288
Kia,2023,2023-01-31,QC-2023-000292,OBD Light ON,,12.73,NTF,According to Specification,STM,54141
Toyota,2024,2024-04-09,QC-2024-000293,OBD Light ON,,12.5,NTF,According to Specification,STM,80711
Honda,2024,2024-10-03,QC-2024-000294,OBD Light ON,,13.23,NTF,According to Specification,STM,50803
Honda,2024,2024-03-12,QC-2024-000295,Low pickup,,12.5,NTF,According to Specification,Bosch,83923
Honda,2023,2023-05-21,QC-2023-000296,Starting Problem,"P0112, P0113",12.25,Sensor short due to moisture,Customer Failure,Delphi,95210
Hyundai,2023,2023-02-17,QC-2023-000297,High fuel consumption,,13.39,NTF,According to Specification,Valeo,51354
Honda,2024,2024-09-29,QC-2024-000298,Starting Problem,,12.8,NTF,According to Specification,STM,66686
Honda,2020,2020-03-03,QC-2020-000299,Multiple warning lights ON,P0605,15.96,ASIC CJ327 failure due to EOS,Customer Failure,Hanon,85233
Honda,2019,2019-04-16,QC-2019-000300,ABS warning light ON,C0036,13.93,Connector damage,Production Failure,Bosch,115538
M&M,2022,2022-12-24,QC-2022-000301,ABS warning light ON,C0036,12.5,Connector damage,Production Failure,Bosch,77679
M&M,2021,2021-08-28,QC-2021-000302,Engine stalling,,14.18,NTF,According to Specification,Delphi,57066
Hyundai,2024,2024-05-29,QC-2024-000303,Engine overheating,,13.0,NTF,According to Specification,Hanon,45566
M&M,2022,2022-02-16,QC-2022-000304,High fuel consumption,,13.05,NTF,According to Specification,STM,135315
TATA,2024,2024-12-22,QC-2024-000305,Battery warning light ON,C0550,13.61,Connector damage,Production Failure,Bosch,29193
Ashok Leyland,2023,2023-01-14,QC-2023-000306,High fuel consumption,P0171,12.83,NTF,According to Specification,Hanon,42265
Ashok Leyland,2024,2024-05-06,QC-2024-000307,Engine overheating,"P0482, U0100",17.67,Track burnt due to EOS,Customer Failure,Valeo,27897
Hyundai,2023,2023-08-31,QC-2023-000308,Rough idling,"P0304, U0100, P0300",17.28,Track burnt due to EOS,Customer Failure,Bosch,60171
TATA,2023,2023-10-01,QC-2023-000309,OBD Light ON,"B1234, C0051, C0045",13.52,Connector damage,Production Failure,Bosch,79200
TATA,2024,2024-10-31,QC-2024-000310,Engine stalling,,14.01,NTF,According to Specification,Hanon,13246
Honda,2022,2022-05-30,QC-2022-000311,OBD Light ON,,12.5,NTF,According to Specification,Valeo,101035
Honda,2024,2024-12-15,QC-2024-000312,Rough idling,P0455,13.7,NTF,According to Specification,Hanon,56498
Ashok Leyland,2020,2020-02-06,QC-2020-000313,High fuel consumption,P0602,16.0,ASIC CJ327 failure due to EOS,Customer Failure,Valeo,37561
Honda,2024,2024-12-30,QC-2024-000314,Battery warning light ON,"P0563, P0620, P0615",17.27,Track burnt due to EOS,Customer Failure,Delphi,33194
Ashok Leyland,2024,2024-08-21,QC-2024-000315,Low pickup,,14.32,NTF,According to Specification,Delphi,25524
M&M,2022,2022-05-24,QC-2022-000316,Rough idling,P0113,13.06,Sensor short due to moisture,Customer Failure,Hanon,156738
Hyundai,2021,2021-02-12,QC-2021-000317,High fuel consumption,P0171,13.4,NTF,According to Specification,Hanon,27810
Honda,2020,2020-12-29,QC-2020-000318,ABS warning light ON,"C0051, B1031",14.1,Connector damage,Production Failure,Valeo,147375
Hyundai,2022,2022-08-26,QC-2022-000319,Brake warning light ON,C0460,13.69,Connector damage,Customer Failure,Hanon,100923
M&M,2019,2019-06-21,QC-2019-000320,Rough idling,,13.77,NTF,According to Specification,Hanon,99437
Honda,2023,2023-10-02,QC-2023-000321,Starting Problem,,13.39,NTF,According to Specification,Valeo,58587
TATA,2023,2023-04-29,QC-2023-000322,Low pickup,,12.63,NTF,According to Specification,Delphi,44040
Honda,2023,2023-07-20,QC-2023-000323,Engine overheating,"P0482, U0001, P0563",18.58,Track burnt due to EOS,Customer Failure,Delphi,57825
Honda,2022,2022-05-25,QC-2022-000324,Engine overheating,"P0480, P0300, P0304, U0101",18.4,Track burnt due to EOS,Customer Failure,STM,111953
TATA,2023,2023-01-22,QC-2023-000325,Engine overheating,P0117,13.03,Sensor short due to moisture,Customer Failure,Bosch,48670
TATA,2023,2023-09-16,QC-2023-000326,Starting Problem,,13.21,NTF,According to Specification,Bosch,51332
Hyundai,2023,2023-12-22,QC-2023-000327,Engine stalling,P0197,12.71,Sensor short due to moisture,Customer Failure,Delphi,60667
Ashok Leyland,2019,2019-06-25,QC-2019-000328,Multiple warning lights ON,"P0562, P0620, P0563, P0304, U0155",16.25,Track burnt due to EOS,Customer Failure,Delphi,80682
Toyota,2021,2021-11-28,QC-2021-000329,OBD Light ON,,13.12,NTF,According to Specification,Hanon,15593
TATA,2020,2020-09-02,QC-2020-000330,Engine stalling,P0455,13.65,NTF,According to Specification,Valeo,86278
Ashok Leyland,2024,2024-02-25,QC-2024-000331,Vehicle not starting,U0131,9.64,controller failure due to supplier production failure,Production Failure,STM,500
Hyundai,2024,2024-04-30,QC-2024-000332,Multiple warning lights ON,"B1045, B2960, C0036",14.5,Connector damage,Production Failure,Hanon,124244
Kia,2024,2024-07-23,QC-2024-000333,Rough idling,P0610,15.71,ASIC CJ327 failure due to EOS,Customer Failure,STM,5000
Ashok Leyland,2024,2024-06-22,QC-2024-000334,High fuel consumption,,12.97,NTF,According to Specification,Bosch,80305
Honda,2022,2022-10-04,QC-2022-000335,Starting Problem,B2960,12.5,Connector damage,Production Failure,Hanon,48434
Ashok Leyland,2021,2021-10-13,QC-2021-000336,Starting Problem,,13.23,NTF,According to Specification,Valeo,61715
Hyundai,2021,2021-09-16,QC-2021-000337,Multiple warning lights ON,P0605,15.03,ASIC CJ327 failure due to EOS,Customer Failure,Delphi,46999
Kia,2022,2022-05-04,QC-2022-000338,Transmission jerking,"U0101, P0301",18.43,Track burnt due to EOS,Customer Failure,STM,80213
Honda,2023,2023-08-27,QC-2023-000339,Engine stalling,P0054,13.01,Sensor short due to moisture,Customer Failure,Bosch,29714
TATA,2023,2023-10-03,QC-2023-000340,Engine overheating,"P0480, P0304, P0300, P0303",17.53,Track burnt due to EOS,Customer Failure,STM,62326
Hyundai,2019,2019-01-06,QC-2019-000341,Low pickup,,12.68,NTF,According to Specification,Bosch,95487
Hyundai,2022,2022-11-13,QC-2022-000342,Brake warning light ON,C0460,13.48,Connector damage,Production Failure,Hanon,78667
Kia,2024,2024-06-01,QC-2024-000343,Engine stalling,P0316,12.5,NTF,According to Specification,STM,20341
Toyota,2024,2024-07-25,QC-2024-000344,Multiple warning lights ON,"U0155, P0562, P0563, P0482",17.73,Track burnt due to EOS,Customer Failure,STM,81305
Honda,2021,2021-03-04,QC-2021-000345,OBD Light ON,B3055,13.85,Connector damage,Production Failure,Bosch,118793
Kia,2024,2024-02-20,QC-2024-000346,Battery warning light ON,P0601,15.58,ASIC CJ327 failure due to EOS,Customer Failure,STM,9700
M&M,2023,2023-01-02,QC-2023-000347,Low pickup,,13.01,NTF,According to Specification,STM,98398
Kia,2024,2024-05-28,QC-2024-000348,OBD Light ON,,13.37,NTF,According to Specification,Bosch,49978
Ashok Leyland,2023,2023-11-21,QC-2023-000349,ABS warning light ON,"C0460, B3055",14.49,Connector damage,Customer Failure,Valeo,60648
Hyundai,2020,2020-02-05,QC-2020-000350,Engine overheating,"P0481, P0304",19.9,Track burnt due to EOS,Customer Failure,STM,51186
Kia,2022,2022-03-03,QC-2022-000351,Low pickup,P0601,15.01,ASIC CJ327 failure due to EOS,Production Failure,STM,96999
Ashok Leyland,2023,2023-04-30,QC-2023-000352,Rough idling,P0316,13.26,NTF,According to Specification,Bosch,89805
Ashok Leyland,2023,2023-03-29,QC-2023-000353,OBD Light ON,P0340,12.65,NTF,According to Specification,Bosch,80919
TATA,2024,2024-08-12,QC-2024-000354,ABS warning light ON,U0121,10.6,controller failure due to supplier production failure,Production Failure,Hanon,35696
Toyota,2021,2021-04-09,QC-2021-000355,Brake warning light ON,"C0460, C0550",14.2,Connector damage,Production Failure,Delphi,78445
Honda,2019,2019-06-23,QC-2019-000356,Multiple warning lights ON,"P0563, P0615, U0001",16.68,Track burnt due to EOS,Customer Failure,Bosch,129706
TATA,2023,2023-06-16,QC-2023-000357,OBD Light ON,P0128,12.51,Sensor short due to moisture,Customer Failure,Hanon,70556
TATA,2019,2019-08-05,QC-2019-000358,High fuel consumption,,13.33,NTF,According to Specification,STM,97192
Ashok Leyland,2019,2019-10-07,QC-2019-000359,OBD Light ON,,13.31,NTF,According to Specification,STM,17015
